"Organism","Body Site","Project ID","CDS Count","Contig Count","Contig Locus Min","Contig Locus Max","Contig ASM","Contig CDS","Contig PEP","Contig GBK","Scaffold Count","Scaffold Locus Min","Scaffold Locus Max","Scaffold ASM","Scaffold CDS","Scaffold PEP","Scaffold GBK"
"Bifidobacterium breve ACS-071-V-Sch8b","Urogenital_tract","51077","1826","","","","","","","","1","CP002743","CP002743","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51077/51077.CP002743.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51077/51077.CP002743.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51077/51077.CP002743.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51077/51077.CP002743.nuc.gbk"
"[Clostridium] clostridioforme 90A7","Unknown","64865","11268","35","AGYN01000001","AGYN01000035","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64865/64865.AGYN01000001-AGYN01000035.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64865/64865.AGYN01000001-AGYN01000035.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64865/64865.AGYN01000001-AGYN01000035.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64865/64865.AGYN01000001-AGYN01000035.nuc.gbk","8","KB851045","KB851052","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64865/64865.KB851045-KB851052.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64865/64865.KB851045-KB851052.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64865/64865.KB851045-KB851052.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64865/64865.KB851045-KB851052.nuc.gbk"
"Anaerostipes sp. 3_2_56FAA","Gastrointestinal_tract","39999","6738","114","ACWB01000001","ACWB01000114","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.ACWB01000001-ACWB01000114.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.ACWB01000001-ACWB01000114.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.ACWB01000001-ACWB01000114.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.ACWB01000001-ACWB01000114.nuc.gbk","13","GL629687","GL629699","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.GL629687-GL629699.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.GL629687-GL629699.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.GL629687-GL629699.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.GL629687-GL629699.nuc.gbk"
"Parabacteroides johnsonii DSM 18315","Gastrointestinal_tract","30007","9030","527","ABYH01000001","ABYH01000527","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.ABYH01000001-ABYH01000527.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.ABYH01000001-ABYH01000527.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.ABYH01000001-ABYH01000527.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.ABYH01000001-ABYH01000527.nuc.gbk","106","DS996440","DS996545","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.DS996440-DS996545.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.DS996440-DS996545.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.DS996440-DS996545.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.DS996440-DS996545.nuc.gbk"
"Propionibacterium acnes HL096PA3","Skin","40729","5204","38","ADWB01000001","ADWB01000038","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40729/40729.ADWB01000001-ADWB01000038.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40729/40729.ADWB01000001-ADWB01000038.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40729/40729.ADWB01000001-ADWB01000038.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40729/40729.ADWB01000001-ADWB01000038.nuc.gbk","24","GL878431","GL878454","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40729/40729.GL878431-GL878454.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40729/40729.GL878431-GL878454.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40729/40729.GL878431-GL878454.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40729/40729.GL878431-GL878454.nuc.gbk"
"Bacteroides intestinalis DSM 17393","Gastrointestinal_tract","20523","4911","8","ABJL02000001","ABJL02000008","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20523/20523.ABJL02000001-ABJL02000008.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20523/20523.ABJL02000001-ABJL02000008.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20523/20523.ABJL02000001-ABJL02000008.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20523/20523.ABJL02000001-ABJL02000008.nuc.gbk","","","","","","",""
"Alistipes sp. HGB5","Unknown","54031","2955","86","AENZ01000001","AENZ01000086","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/54031/54031.AENZ01000001-AENZ01000086.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/54031/54031.AENZ01000001-AENZ01000086.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/54031/54031.AENZ01000001-AENZ01000086.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/54031/54031.AENZ01000001-AENZ01000086.nuc.gbk","","","","","","",""
"Acinetobacter junii SH205","Gastrointestinal_tract","38341","3186","176","ACPM01000001","ACPM01000176","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.ACPM01000001-ACPM01000176.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.ACPM01000001-ACPM01000176.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.ACPM01000001-ACPM01000176.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.ACPM01000001-ACPM01000176.nuc.gbk","44","GG705011","GG705054","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.GG705011-GG705054.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.GG705011-GG705054.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.GG705011-GG705054.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.GG705011-GG705054.nuc.gbk"
"Lachnospiraceae bacterium 3_1_46FAA","Gastrointestinal_tract","40027","5880","80","ACWP01000001","ACWP01000080","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.ACWP01000001-ACWP01000080.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.ACWP01000001-ACWP01000080.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.ACWP01000001-ACWP01000080.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.ACWP01000001-ACWP01000080.nuc.gbk","28","GL890520","GL890547","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.GL890520-GL890547.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.GL890520-GL890547.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.GL890520-GL890547.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.GL890520-GL890547.nuc.gbk"
"Enterococcus saccharolyticus 30_1","Gastrointestinal_tract","46415","6022","61","ADLY01000001","ADLY01000061","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.ADLY01000001-ADLY01000061.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.ADLY01000001-ADLY01000061.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.ADLY01000001-ADLY01000061.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.ADLY01000001-ADLY01000061.nuc.gbk","16","JH376939","JH376954","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.JH376939-JH376954.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.JH376939-JH376954.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.JH376939-JH376954.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.JH376939-JH376954.nuc.gbk"
"Lactobacillus crispatus 214-1","Urogenital_tract","40665","2163","187","ADGR01000001","ADGR01000187","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40665/40665.ADGR01000001-ADGR01000187.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40665/40665.ADGR01000001-ADGR01000187.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40665/40665.ADGR01000001-ADGR01000187.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40665/40665.ADGR01000001-ADGR01000187.nuc.gbk","","","","","","",""
"Peptostreptococcaceae bacterium OBRC8","Oral","78565","2277","40","ALNK01000001","ALNK01000040","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/78565/78565.ALNK01000001-ALNK01000040.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/78565/78565.ALNK01000001-ALNK01000040.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/78565/78565.ALNK01000001-ALNK01000040.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/78565/78565.ALNK01000001-ALNK01000040.nuc.gbk","","","","","","",""
"[Clostridium] leptum DSM 753","Gastrointestinal_tract","18923","7846","22","ABCB02000001","ABCB02000022","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.ABCB02000001-ABCB02000022.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.ABCB02000001-ABCB02000022.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.ABCB02000001-ABCB02000022.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.ABCB02000001-ABCB02000022.nuc.gbk","21","DS480331","DS480351","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.DS480331-DS480351.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.DS480331-DS480351.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.DS480331-DS480351.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.DS480331-DS480351.nuc.gbk"
"Prevotella disiens FB035-09AN","Urogenital_tract","51065","2621","78","AEDO01000001","AEDO01000078","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51065/51065.AEDO01000001-AEDO01000078.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51065/51065.AEDO01000001-AEDO01000078.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51065/51065.AEDO01000001-AEDO01000078.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/51065/51065.AEDO01000001-AEDO01000078.nuc.gbk","","","","","","",""
"Lachnospiraceae oral taxon 107 str. F0167","Oral","42531","6188","104","ADDS01000001","ADDS01000104","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42531/42531.ADDS01000001-ADDS01000104.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42531/42531.ADDS01000001-ADDS01000104.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42531/42531.ADDS01000001-ADDS01000104.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42531/42531.ADDS01000001-ADDS01000104.nuc.gbk","70","GL890583","GL890652","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42531/42531.GL890583-GL890652.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42531/42531.GL890583-GL890652.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42531/42531.GL890583-GL890652.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42531/42531.GL890583-GL890652.nuc.gbk"
"Eggerthella sp. HGA1","Gastrointestinal_tract","59527","3021","42","AEXR01000001","AEXR01000042","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59527/59527.AEXR01000001-AEXR01000042.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59527/59527.AEXR01000001-AEXR01000042.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59527/59527.AEXR01000001-AEXR01000042.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59527/59527.AEXR01000001-AEXR01000042.nuc.gbk","","","","","","",""
"[Clostridium] clostridioforme 90A6","Unknown","64863","11546","72","AGYL01000001","AGYL01000072","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64863/64863.AGYL01000001-AGYL01000072.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64863/64863.AGYL01000001-AGYL01000072.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64863/64863.AGYL01000001-AGYL01000072.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64863/64863.AGYL01000001-AGYL01000072.nuc.gbk","22","KB851023","KB851044","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64863/64863.KB851023-KB851044.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64863/64863.KB851023-KB851044.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64863/64863.KB851023-KB851044.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64863/64863.KB851023-KB851044.nuc.gbk"
"Streptococcus sanguinis ATCC 29667","Oral","64743","4814","34","AFQA01000001","AFQA01000034","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64743/64743.AFQA01000001-AFQA01000034.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64743/64743.AFQA01000001-AFQA01000034.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64743/64743.AFQA01000001-AFQA01000034.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64743/64743.AFQA01000001-AFQA01000034.nuc.gbk","10","GL982553","GL982562","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64743/64743.GL982553-GL982562.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64743/64743.GL982553-GL982562.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64743/64743.GL982553-GL982562.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/64743/64743.GL982553-GL982562.nuc.gbk"
"Actinomyces sp. oral taxon 849 str. F0330","Oral","39355","6038","255","ACTB01000001","ACTB01000255","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39355/39355.ACTB01000001-ACTB01000255.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39355/39355.ACTB01000001-ACTB01000255.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39355/39355.ACTB01000001-ACTB01000255.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39355/39355.ACTB01000001-ACTB01000255.nuc.gbk","76","JH470348","JH470423","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39355/39355.JH470348-JH470423.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39355/39355.JH470348-JH470423.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39355/39355.JH470348-JH470423.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39355/39355.JH470348-JH470423.nuc.gbk"
"Leptotrichia hofstadii F0254","Oral","33151","5692","42","ACVB02000001","ACVB02000042","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/33151/33151.ACVB02000001-ACVB02000042.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/33151/33151.ACVB02000001-ACVB02000042.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/33151/33151.ACVB02000001-ACVB02000042.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/33151/33151.ACVB02000001-ACVB02000042.nuc.gbk","10","GG700632","GG700641","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/33151/33151.GG700632-GG700641.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/33151/33151.GG700632-GG700641.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/33151/33151.GG700632-GG700641.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/33151/33151.GG700632-GG700641.nuc.gbk"
"Helicobacter pylori GAMchJs114i","Gastrointestinal_tract","89291","3310","76","APEJ01000001","APEJ01000076","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.APEJ01000001-APEJ01000076.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.APEJ01000001-APEJ01000076.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.APEJ01000001-APEJ01000076.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.APEJ01000001-APEJ01000076.nuc.gbk","53","KB644576","KB644628","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.KB644576-KB644628.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.KB644576-KB644628.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.KB644576-KB644628.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.KB644576-KB644628.nuc.gbk"
"Streptococcus pneumoniae PNI0008","Unknown","89183","4650","125","AKRD01000001","AKRD01000125","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89183/89183.AKRD01000001-AKRD01000125.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89183/89183.AKRD01000001-AKRD01000125.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89183/89183.AKRD01000001-AKRD01000125.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89183/89183.AKRD01000001-AKRD01000125.nuc.gbk","125","KB372034","KB372158","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89183/89183.KB372034-KB372158.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89183/89183.KB372034-KB372158.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89183/89183.KB372034-KB372158.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89183/89183.KB372034-KB372158.nuc.gbk"
"Streptococcus pneumoniae PNI0002","Unknown","89177","4704","32","AKRA01000001","AKRA01000032","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89177/89177.AKRA01000001-AKRA01000032.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89177/89177.AKRA01000001-AKRA01000032.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89177/89177.AKRA01000001-AKRA01000032.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89177/89177.AKRA01000001-AKRA01000032.nuc.gbk","32","KB371476","KB371507","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89177/89177.KB371476-KB371507.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89177/89177.KB371476-KB371507.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89177/89177.KB371476-KB371507.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89177/89177.KB371476-KB371507.nuc.gbk"
"Neisseria cinerea ATCC 14685","Airways","30469","2127","35","ACDY02000001","ACDY02000035","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30469/30469.ACDY02000001-ACDY02000035.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30469/30469.ACDY02000001-ACDY02000035.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30469/30469.ACDY02000001-ACDY02000035.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30469/30469.ACDY02000001-ACDY02000035.nuc.gbk","","","","","","",""
"Helicobacter pylori GAM268Bii","Gastrointestinal_tract","89271","3402","124","APDZ01000001","APDZ01000124","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.APDZ01000001-APDZ01000124.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.APDZ01000001-APDZ01000124.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.APDZ01000001-APDZ01000124.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.APDZ01000001-APDZ01000124.nuc.gbk","65","KB642612","KB642676","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.KB642612-KB642676.nuc.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.KB642612-KB642676.cds.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.KB642612-KB642676.pep.fsa","http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.KB642612-KB642676.nuc.gbk"
